#"Step","Potential Energy (kJ/mole)","Temperature (K)"
5000,0.0,926.5012603589087
10000,0.0,201.53092526482408
15000,0.0,221.52977170879618
20000,0.0,332.5103216708539
25000,0.0,214.3274409644956
30000,0.0,416.59487003062213
35000,0.0,87.7458895947021
40000,0.0,81.24466154176835
45000,0.0,48.07432143935273
50000,0.0,682.2067371511578
55000,0.0,303.70133536033313
60000,0.0,46.883631618645914
65000,0.0,109.69482242873552
70000,0.0,304.47453191085737
75000,0.0,340.69545624880345
80000,0.0,61.457812449418284
85000,0.0,58.45865294165376
90000,0.0,380.25030883807364
95000,0.0,533.0131459939042
100000,0.0,272.90297312842284
105000,0.0,800.8423639016677
110000,0.0,348.55899608238553
115000,0.0,374.2166402395804
120000,0.0,111.3364537371458
125000,0.0,121.26315613950564
130000,0.0,598.6965402343948
135000,0.0,180.64306387045406
140000,0.0,436.3471783776514
145000,0.0,164.8456074732162
150000,0.0,93.48938949736251
155000,0.0,367.10828268255284
160000,0.0,197.2786924742999
165000,0.0,172.08751457966162
170000,0.0,170.30132316281455
175000,0.0,239.83030157126106
180000,0.0,71.86458535226102
185000,0.0,167.44050327309225
190000,0.0,355.4608887924586
195000,0.0,293.8565853089491
200000,0.0,773.3489331429342
205000,0.0,371.93119165890613
210000,0.0,104.14173676397435
215000,0.0,93.00165581827521
220000,0.0,1519.5112759868075
225000,0.0,498.27093997794174
230000,0.0,225.5471699513241
235000,0.0,151.29324952039147
240000,0.0,383.21920268253507
245000,0.0,222.39409135587476
250000,0.0,317.559155393685
255000,0.0,394.83072086839104
260000,0.0,463.7085825016694
265000,0.0,309.80485235931445
270000,0.0,116.62730876824438
275000,0.0,402.5946475044107
280000,0.0,376.05984238705537
285000,0.0,641.044617979774
290000,0.0,304.4323272221936
295000,0.0,373.6630069872381
300000,0.0,47.470520997291544
305000,0.0,765.8092178433922
310000,0.0,196.76224784389748
315000,0.0,66.02301723947403
320000,0.0,539.0861412669565
325000,0.0,227.19256627233952
330000,0.0,226.76997758047125
335000,0.0,479.6440763619855
340000,0.0,187.7890605093052
345000,0.0,116.52805850954739
350000,0.0,74.33176313383277
355000,0.0,26.552897470030814
360000,0.0,376.78063125950007
365000,0.0,158.01751158146902
370000,0.0,589.5135212213055
375000,0.0,145.07088379850555
380000,0.0,556.466866691217
385000,0.0,86.42307105940533
390000,0.0,432.97030519703566
395000,0.0,151.5166367974289
400000,0.0,406.1748101607445
405000,0.0,177.2226200683347
410000,0.0,30.604310777796925
415000,0.0,366.8693824405482
420000,0.0,264.1255452266869
425000,0.0,127.28167423082456
430000,0.0,403.8753162639614
435000,0.0,68.857927548742
440000,0.0,174.96464478770972
445000,0.0,274.67867746341574
450000,0.0,138.42598514223738
455000,0.0,207.70292067286948
460000,0.0,263.9605745923604
465000,0.0,165.96907865737015
470000,0.0,344.7443593869166
475000,0.0,237.78247186607462
480000,0.0,270.40195419005414
485000,0.0,69.28064452945173
490000,0.0,190.2182574517368
495000,0.0,112.26346717995074
500000,0.0,191.46503435494694
505000,0.0,242.70354880061956
510000,0.0,485.16579508598824
515000,0.0,254.41160663557662
520000,0.0,211.08198204329466
525000,0.0,311.8133778083139
530000,0.0,41.14771239199056
535000,0.0,195.1830364360595
540000,0.0,20.04361061158486
545000,0.0,67.40919901542601
550000,0.0,165.39292105190106
555000,0.0,553.0724070063784
560000,0.0,153.33678613304025
565000,0.0,357.4205209562471
570000,0.0,266.58252359340224
575000,0.0,640.0046343965852
580000,0.0,165.73931982020696
585000,0.0,35.631620696369026
590000,0.0,748.5388787152426
595000,0.0,355.9455372038036
600000,0.0,62.96359283620695
605000,0.0,169.62765725989937
610000,0.0,96.42023763162483
615000,0.0,75.44331597011589
620000,0.0,273.10844574115214
625000,0.0,520.5880624969337
630000,0.0,271.2477247262066
635000,0.0,568.3909356158038
640000,0.0,55.154305588869676
645000,0.0,649.3191359038481
650000,0.0,516.5872582948866
655000,0.0,1045.2897362678846
660000,0.0,392.18274768597337
665000,0.0,204.99131216498762
670000,0.0,241.37116039248065
675000,0.0,548.1380908814798
680000,0.0,605.9981548504437
685000,0.0,296.8312992801619
690000,0.0,376.0888203079539
695000,0.0,399.3612456537607
700000,0.0,204.94684630803087
705000,0.0,630.1870394700617
710000,0.0,476.0789564954134
715000,0.0,32.479137306084496
720000,0.0,47.702491404890026
725000,0.0,183.24718500499225
730000,0.0,383.49546967528164
735000,0.0,622.843977487186
740000,0.0,576.7781165461495
745000,0.0,131.02416495690392
750000,0.0,435.77236231010113
755000,0.0,501.62092909931823
760000,0.0,344.5454641455666
765000,0.0,42.27397277709562
770000,0.0,51.37432115990396
775000,0.0,229.78077700051654
780000,0.0,107.01553593440538
785000,0.0,328.2517960859797
790000,0.0,322.30241272065797
795000,0.0,92.65515397019945
800000,0.0,115.33775809259724
805000,0.0,381.1095043370016
810000,0.0,491.12645823510735
815000,0.0,428.2085132563008
820000,0.0,128.61401863845148
825000,0.0,461.6959878954297
830000,0.0,502.2893041521048
835000,0.0,87.33167034369563
840000,0.0,741.3969269358566
845000,0.0,99.65925962801352
850000,0.0,377.41938012070165
855000,0.0,255.06659733083876
860000,0.0,929.4134527362562
865000,0.0,172.25465377245362
870000,0.0,99.95332373829639
875000,0.0,34.9531563612221
880000,0.0,339.3326361733206
885000,0.0,263.1295819939666
890000,0.0,970.7070393107657
895000,0.0,269.01249036910895
900000,0.0,656.4402888260948
905000,0.0,455.8401905674662
910000,0.0,138.01430545829612
915000,0.0,322.35395287175
920000,0.0,505.77400006195063
925000,0.0,788.9540314423751
930000,0.0,30.093370338039634
935000,0.0,193.95051028735213
940000,0.0,23.43960836233931
945000,0.0,203.55333289777658
950000,0.0,67.17682353142412
955000,0.0,207.66355920376154
960000,0.0,50.80788216074439
965000,0.0,208.76523232542954
970000,0.0,446.36832704603904
975000,0.0,204.678485894782
980000,0.0,39.477602826966375
985000,0.0,147.16057327419787
990000,0.0,249.4720645884841
995000,0.0,92.1299571077267
1000000,0.0,85.83745869860672
1005000,0.0,107.2964545139512
1010000,0.0,413.9441681585334
1015000,0.0,149.0057860771891
1020000,0.0,312.1981868305717
1025000,0.0,1074.7842674330323
1030000,0.0,114.07968574245085
1035000,0.0,271.7621900465689
1040000,0.0,95.3670143972225
1045000,0.0,918.5907846639864
1050000,0.0,540.6828113472432
1055000,0.0,280.72306167338047
1060000,0.0,57.6655301603057
1065000,0.0,52.791838185707974
1070000,0.0,379.6971061759408
1075000,0.0,136.9825829909438
1080000,0.0,291.38158021780174
1085000,0.0,169.0375292162543
1090000,0.0,183.08384893758947
1095000,0.0,137.81651355079322
1100000,0.0,48.051314839511704
1105000,0.0,326.13439603499774
1110000,0.0,541.562341904054
1115000,0.0,108.29962901150101
1120000,0.0,171.80295461614963
1125000,0.0,457.0728267419203
1130000,0.0,341.7963778334782
1135000,0.0,1073.157490447123
1140000,0.0,397.8426716326084
1145000,0.0,33.04585294730478
1150000,0.0,440.74406853876474
1155000,0.0,732.3899045699892
1160000,0.0,22.668059244203395
1165000,0.0,193.1566199367882
1170000,0.0,263.27530027883
1175000,0.0,100.56212437256492
1180000,0.0,321.131316460106
1185000,0.0,167.58191591242223
1190000,0.0,37.69217335075804
1195000,0.0,1031.4691584782968
1200000,0.0,54.27064435147567
1205000,0.0,97.48973113780191
1210000,0.0,219.82320686183058
1215000,0.0,878.5122818204687
1220000,0.0,117.45681187717234
1225000,0.0,591.1386939851783
1230000,0.0,465.20384211534434
1235000,0.0,95.43424459508589
1240000,0.0,232.26715452504948
1245000,0.0,616.9294405124272
1250000,0.0,156.10192527182755
