#"Step","Potential Energy (kJ/mole)","Temperature (K)"
5000,0.0,164.20691635419368
10000,0.0,514.2230659825925
15000,0.0,228.12206768484566
20000,0.0,97.31885736731908
25000,0.0,826.4561893831545
30000,0.0,359.8011707044568
35000,0.0,280.0236583213383
40000,0.0,80.28220313834953
45000,0.0,349.94269279796265
50000,0.0,681.0867266035002
55000,0.0,171.63866332578553
60000,0.0,219.0622263654278
65000,0.0,267.4270423148264
70000,0.0,47.73293653545369
75000,0.0,205.78811673449923
80000,0.0,433.52360702155914
85000,0.0,143.28585534190125
90000,0.0,37.053626337637446
95000,0.0,169.83557509571935
100000,0.0,260.04638381152716
105000,0.0,90.0053275432441
110000,0.0,235.46636679819304
115000,0.0,538.2435691748914
120000,0.0,786.2586394926317
125000,0.0,1216.277790938496
130000,0.0,419.7176703186923
135000,0.0,152.70906270879402
140000,0.0,381.96238910603404
145000,0.0,142.57386363701707
150000,0.0,172.93835974421074
155000,0.0,107.3323450555576
160000,0.0,209.93335741548182
165000,0.0,70.23518954790768
170000,0.0,177.86148120829375
175000,0.0,249.36063566519124
180000,0.0,5.75024331852849
185000,0.0,336.76245066194474
190000,0.0,461.9524654032569
195000,0.0,395.0733740288127
200000,0.0,113.10114985462091
205000,0.0,435.67052388159345
210000,0.0,92.01103848504493
215000,0.0,763.2919490176711
220000,0.0,814.7235354217954
225000,0.0,764.5503568186854
230000,0.0,543.6576476799262
235000,0.0,128.26719730624586
240000,0.0,224.37500531052876
245000,0.0,210.34886857833555
250000,0.0,117.74978993807129
255000,0.0,263.4495068144341
260000,0.0,345.8790495544466
265000,0.0,72.81446590383034
270000,0.0,207.10962814183765
275000,0.0,51.127777544830465
280000,0.0,206.63846884773216
285000,0.0,739.3334492949813
290000,0.0,415.7757490722994
295000,0.0,383.59111336417715
300000,0.0,1159.6818148357397
305000,0.0,607.6671331303024
310000,0.0,77.04589367371936
315000,0.0,279.0867813041678
320000,0.0,13.151868162586872
325000,0.0,305.2205390252559
330000,0.0,450.2454830191588
335000,0.0,81.3799105143028
340000,0.0,440.9059635065718
345000,0.0,280.3069140328825
350000,0.0,730.1662877817073
355000,0.0,353.34983147981734
360000,0.0,156.40271289462012
365000,0.0,754.9049512550444
370000,0.0,224.41145615327602
375000,0.0,509.1486145994917
380000,0.0,472.33645527758074
385000,0.0,522.440991338871
390000,0.0,263.79977107202615
395000,0.0,22.504656740318417
400000,0.0,201.20917393691408
405000,0.0,82.05520210897093
410000,0.0,403.3543481967869
415000,0.0,143.99186023629457
420000,0.0,342.1728587933434
425000,0.0,187.9304173873005
430000,0.0,347.2942814537988
435000,0.0,92.69437478715858
440000,0.0,20.630383524960273
445000,0.0,207.31019651722661
450000,0.0,91.80047644673076
455000,0.0,312.93337699695365
460000,0.0,367.14445289600775
465000,0.0,68.54189350180386
470000,0.0,229.92155159815303
475000,0.0,268.47095527798126
480000,0.0,157.16195848569473
485000,0.0,334.3211379686675
490000,0.0,965.9015242854061
495000,0.0,814.4984722514911
500000,0.0,117.57148559803372
505000,0.0,193.84653296824135
510000,0.0,563.266526317337
515000,0.0,442.5701327003394
520000,0.0,848.1541228721566
525000,0.0,1145.9371276359345
530000,0.0,212.66053711924695
535000,0.0,576.3567706800449
540000,0.0,273.7225168382205
545000,0.0,418.36235421906474
550000,0.0,189.3613276892731
555000,0.0,202.72147281277228
560000,0.0,439.543518657009
565000,0.0,68.0453481229992
570000,0.0,498.5336603636807
575000,0.0,116.50852439530543
580000,0.0,632.7155957407444
585000,0.0,132.89509860868557
590000,0.0,224.6172997153149
595000,0.0,163.25713357039882
600000,0.0,1238.4167056857882
605000,0.0,169.65911797697254
610000,0.0,725.5003402680808
615000,0.0,470.56528434575995
620000,0.0,94.6151819182732
625000,0.0,179.56687562828438
630000,0.0,301.3772458061369
635000,0.0,301.97470135955103
640000,0.0,152.83578554581035
645000,0.0,46.74586983078716
650000,0.0,100.68061265228621
655000,0.0,468.6622717373531
660000,0.0,465.0152452786267
665000,0.0,314.8848591236582
670000,0.0,106.70059381302163
675000,0.0,265.266150282962
680000,0.0,165.26126142737547
685000,0.0,877.4616466020626
690000,0.0,279.6555483273624
695000,0.0,944.0305557240201
700000,0.0,429.19603798463226
705000,0.0,1256.6996172738707
710000,0.0,69.93109453349255
715000,0.0,339.241356764028
720000,0.0,67.52227392513531
725000,0.0,316.761433749048
730000,0.0,127.15830379090303
735000,0.0,358.8184640472457
740000,0.0,305.06746159225906
745000,0.0,379.19111289795273
750000,0.0,629.8458693612755
755000,0.0,174.49181952343267
760000,0.0,1425.2046478483285
765000,0.0,708.7674250061372
770000,0.0,483.9571563681524
775000,0.0,423.9196843793775
780000,0.0,308.51991404577353
785000,0.0,501.9118030638333
790000,0.0,267.34928561102515
795000,0.0,666.2397558493817
800000,0.0,273.58527004706957
805000,0.0,428.21843592046264
