#"Step","Potential Energy (kJ/mole)","Temperature (K)"
5000,0.0,752.5705648800285
10000,0.0,272.1743551557829
15000,0.0,69.81843826052719
20000,0.0,517.0780179112528
25000,0.0,56.5706817466475
30000,0.0,348.555317307439
35000,0.0,204.6917966416389
40000,0.0,508.6814322216482
45000,0.0,396.3395149529088
50000,0.0,641.8821427312685
55000,0.0,237.1941267689368
60000,0.0,584.427465240862
65000,0.0,256.6452130453913
70000,0.0,165.74975634687465
75000,0.0,255.189271678786
80000,0.0,427.9438106438197
85000,0.0,82.86461761401607
90000,0.0,321.69379544196664
95000,0.0,615.8782468091078
100000,0.0,390.1430142532203
105000,0.0,310.9602734120407
110000,0.0,248.61428130476915
115000,0.0,95.18466347859909
120000,0.0,85.30639703122102
125000,0.0,140.29081613627653
130000,0.0,257.9347212477809
135000,0.0,242.65232102264608
140000,0.0,81.77543780521549
145000,0.0,259.07645988534125
150000,0.0,725.2138013672604
155000,0.0,177.080460092848
160000,0.0,651.668434668999
165000,0.0,199.71066879455051
170000,0.0,326.0182257166263
175000,0.0,288.6567865283622
180000,0.0,390.5399051081244
185000,0.0,407.353353210124
190000,0.0,35.55519637256579
195000,0.0,1017.3477284136557
200000,0.0,165.29252105856946
205000,0.0,384.167783148065
210000,0.0,75.24606550648717
215000,0.0,62.31317523092728
220000,0.0,358.9841782656857
225000,0.0,675.6283493589973
230000,0.0,78.44811354058895
235000,0.0,103.42979459118455
240000,0.0,427.79459818420213
245000,0.0,481.88515986810916
250000,0.0,69.42370674589813
255000,0.0,257.06758857714436
260000,0.0,491.11589117624015
265000,0.0,317.1611391897376
270000,0.0,257.6432458758039
275000,0.0,300.5336217571102
280000,0.0,365.47361222161686
285000,0.0,267.69731065041566
290000,0.0,479.2154743640976
295000,0.0,61.199107162391805
300000,0.0,179.79174045055566
305000,0.0,94.44381336891372
310000,0.0,801.4992657777382
315000,0.0,123.45293717233606
320000,0.0,239.00749779661413
325000,0.0,365.87355554490557
330000,0.0,58.933088133939634
335000,0.0,118.57733885489752
340000,0.0,563.9855585348497
345000,0.0,309.3656936366439
350000,0.0,450.9706528123107
355000,0.0,440.4422022302587
360000,0.0,27.199486554568107
365000,0.0,289.7010902368511
370000,0.0,350.5804424393537
375000,0.0,287.65587575857
380000,0.0,572.4519815948454
385000,0.0,530.3268609243299
390000,0.0,139.59990179855205
395000,0.0,307.5918804791266
400000,0.0,822.3510422924824
405000,0.0,219.64038588518545
410000,0.0,394.97465914507677
415000,0.0,247.00550808118535
420000,0.0,132.68380877541875
425000,0.0,175.41605077781742
430000,0.0,369.89944132588664
435000,0.0,505.00256198134787
440000,0.0,214.93111253070762
445000,0.0,370.0963623642229
450000,0.0,118.58863417683565
455000,0.0,334.4401999081162
460000,0.0,651.2708349047691
465000,0.0,78.2843514285146
470000,0.0,881.3732984462628
475000,0.0,140.37101927028274
480000,0.0,237.9314989489047
485000,0.0,192.12457440706714
490000,0.0,22.069208534671766
495000,0.0,527.1619123633458
500000,0.0,507.43288431608113
505000,0.0,139.8539474748867
510000,0.0,215.90475051484268
515000,0.0,398.54705897994734
520000,0.0,552.3305590768202
525000,0.0,241.12627733794895
530000,0.0,413.9754384950835
535000,0.0,209.29712019697445
540000,0.0,415.7302593317597
545000,0.0,353.8634840802856
550000,0.0,457.9572570260774
555000,0.0,264.33217814335234
560000,0.0,239.13681533643413
565000,0.0,164.17250161846803
570000,0.0,431.88572645070724
575000,0.0,203.89170894994476
580000,0.0,716.6450544237684
585000,0.0,45.243035783551456
590000,0.0,735.8411381308476
595000,0.0,576.8502230940533
600000,0.0,108.90347458936407
605000,0.0,380.07872829023006
610000,0.0,771.965352135687
615000,0.0,604.7848916159227
620000,0.0,460.0854442959835
625000,0.0,362.49164913014613
630000,0.0,539.3471165079932
635000,0.0,17.146974213224087
640000,0.0,358.1390276581362
645000,0.0,595.7187399476616
650000,0.0,262.6450037028131
655000,0.0,326.70976980109276
660000,0.0,457.41561611107574
665000,0.0,491.2425346644154
670000,0.0,295.89594238124835
675000,0.0,132.26249417676547
680000,0.0,26.113167030845098
685000,0.0,156.3647736721497
690000,0.0,24.939080069953246
695000,0.0,255.71835921827247
700000,0.0,420.32084795218253
705000,0.0,37.332236297243234
710000,0.0,507.56169292236774
715000,0.0,432.54525191312547
720000,0.0,354.38551983409906
725000,0.0,477.34902390122846
730000,0.0,200.67809181383052
735000,0.0,807.6323701435351
740000,0.0,591.7178810942978
745000,0.0,85.0057783729328
750000,0.0,251.34513929747405
755000,0.0,228.19790927250736
760000,0.0,71.62226047834497
765000,0.0,240.25165308031654
770000,0.0,666.7798432219182
775000,0.0,59.2476739190488
780000,0.0,144.51447120338355
785000,0.0,172.6408031829256
790000,0.0,17.6648736446782
795000,0.0,164.0479106230299
800000,0.0,282.2607943647052
805000,0.0,218.71384528092733
810000,0.0,109.77426526973004
815000,0.0,231.7205071083964
820000,0.0,196.06717813492574
825000,0.0,389.71733704760675
830000,0.0,242.29335754962983
835000,0.0,348.7657758296442
840000,0.0,213.16334360507275
845000,0.0,74.7835575875138
850000,0.0,134.5789982209044
855000,0.0,539.7264624411965
860000,0.0,181.4875383896305
865000,0.0,381.4137900478495
870000,0.0,783.8713342689122
875000,0.0,124.76766536862644
880000,0.0,153.46401705864588
885000,0.0,481.2441225157601
890000,0.0,348.7567591978202
895000,0.0,211.70130233574295
900000,0.0,179.68279278186643
905000,0.0,335.071579686265
