#"Step","Potential Energy (kJ/mole)","Temperature (K)"
5000,-389609.58552091324,316.0500490935393
10000,-390675.1616682297,306.350003075609
15000,-391354.0006921211,308.861778021407
20000,-391475.72827469127,310.6184280194424
25000,-391748.1267483916,304.710708667364
30000,-391858.0615535646,323.98064116083685
35000,-391872.61040562624,303.8240684131635
40000,-392303.2753654521,317.46830426847544
45000,-392211.130807734,299.23196127038017
50000,-392169.5251769136,301.624863989085
55000,-392177.62146941875,298.5831766548333
60000,-392537.66957783763,310.12423159930313
65000,-392586.8616505781,306.9575968473316
70000,-392480.0422662189,300.15328593879985
75000,-392830.2500775708,306.21766821252
80000,-392689.1132077044,309.150057610817
85000,-392768.53477314697,301.8101493309661
90000,-392757.190311961,310.4070317060874
95000,-393053.47770175943,308.50027728209756
100000,-392819.64573572285,311.92606314405964
105000,-392871.418086377,309.5408009903033
110000,-392868.96319234854,300.77740480335524
115000,-392809.61276236735,300.18699625497396
120000,-393018.0257848612,297.78053628173325
125000,-393149.71326147526,298.49090454535195
130000,-392963.123468942,304.85105336041005
135000,-393088.312140389,302.33959721152127
140000,-393066.149047032,295.07178793396577
145000,-393239.9230042477,300.9689976509152
150000,-392800.4511361106,314.455894400579
155000,-393022.41214703594,298.1624276544309
160000,-393373.3463636708,308.48335261248616
165000,-393273.25408169185,320.9232004527776
170000,-393451.23659187066,302.95709187198975
175000,-393487.7986676188,305.9004375031089
180000,-393399.43400425126,308.1189111119058
185000,-393503.5192151661,311.56190078403716
190000,-393385.39170997683,321.86421053615845
195000,-393291.61360371695,304.9903256032329
200000,-393290.03194687434,298.1560408027029
205000,-393272.5964514086,299.0812270002581
210000,-393391.3864366111,317.14412525027456
215000,-393438.78849095793,295.44918001948037
220000,-393599.9093081845,312.1062670447933
225000,-393519.1512117005,312.18067435395744
230000,-393514.5697280091,304.67960737718477
235000,-393362.3415625764,304.31696575058277
240000,-393314.3619269286,306.14336482185513
245000,-393556.36971166485,301.95103092328725
250000,-393451.00904522446,310.08536297972114
255000,-393366.422605107,306.60157918135764
260000,-393413.53050885256,305.73001473576204
265000,-393295.0314131322,294.81588367050887
270000,-393419.9538461913,303.9547208761843
275000,-393267.16438639036,304.11028776048903
280000,-393755.85518846277,313.66259851770997
285000,-393336.47067241283,299.48954557849305
290000,-393596.7291958621,305.53088168287826
295000,-393719.8030927764,295.9892882907062
300000,-393664.46464084496,306.93353666839647
305000,-393524.0564457575,305.99010171874755
310000,-393363.82382286654,311.72414289806363
315000,-393588.468285428,304.5665566874002
320000,-393468.8955451011,305.59956199655966
325000,-393670.25285308406,302.91592420187624
330000,-393572.2271847868,310.34705550185055
335000,-393604.2778502855,309.0747854130723
340000,-393460.1994753701,300.7823817875787
345000,-393259.71837462345,304.17365202402567
350000,-393447.15947877546,309.5209649342899
355000,-393802.4662616168,298.6583294706845
