#"Step","Potential Energy (kJ/mole)","Temperature (K)"
5000,-389847.5930468135,318.7749278126609
10000,-390308.421106582,311.3937846033808
15000,-390514.3710967135,317.7811399540829
20000,-390679.1138022319,319.860494543744
25000,-391474.43351812335,322.9126801045315
30000,-391111.14048182993,321.0941590092773
35000,-391113.0417938804,314.8278977246203
40000,-391707.2293073465,316.3040890269277
45000,-391192.02776237344,322.37102787419224
50000,-391649.63296306226,320.3892318548203
55000,-391412.4616418211,307.6884625062245
60000,-391701.954813384,311.36000632320605
65000,-391673.41061355476,319.070867099656
70000,-391817.29719585495,318.67768954746913
75000,-391717.67406150047,312.1242378738895
80000,-391874.2665796872,324.3543934164423
85000,-391940.7159073441,308.9517774221783
90000,-391993.5217538888,308.4280398817059
95000,-392276.3219374085,316.2475258248057
100000,-392374.95471922855,320.8196969500655
105000,-391881.831130603,314.8398295190951
110000,-392250.1466928418,308.83334734437943
115000,-391925.03365605936,316.6680674927098
120000,-392472.1015327573,304.87636643775596
125000,-392624.866575215,314.745248760709
130000,-392630.8095508346,315.98440276097915
135000,-392421.7863363883,329.6901868334056
140000,-392420.1286267375,310.0760020467946
145000,-392499.800141464,315.19708019698345
150000,-392398.57407281804,320.5090719680078
155000,-392490.48278033204,317.7913651226138
160000,-392594.5133113185,328.76873086325014
165000,-392748.8309241351,316.1112456735845
170000,-392735.580721595,327.40993724373465
175000,-392467.8440215495,316.0836873280432
180000,-392677.6064339193,303.3969477372184
185000,-392056.9533013862,308.66912276014847
190000,-392389.257802565,306.940810942313
195000,-392485.2824841726,323.7955290241687
200000,-392578.661485379,321.3920290860248
205000,-392539.99896072515,316.84068723348713
210000,-392483.38476524537,320.90022682217085
215000,-392511.81893834245,318.1323067557823
220000,-392605.88397701643,307.8304040864863
225000,-392477.07497861556,313.0809043891773
230000,-392392.5020104342,319.1556943110551
235000,-392459.8189428549,307.3451665972664
240000,-392675.470750359,322.03915329385103
245000,-392608.1712193116,313.40662183429106
250000,-392517.6107310888,315.3827060148383
255000,-392595.91981924465,313.4776618745311
260000,-392705.2256056868,317.7323114850121
265000,-392679.8771899815,314.8177181761377
270000,-392580.91991079337,311.3218684974825
275000,-392645.8618457301,303.4524499420863
280000,-392576.8487734142,320.32515797935537
285000,-392566.5705623666,310.4651494377989
290000,-392636.46831242647,319.04811166674654
295000,-392613.6607988833,324.48397902459334
300000,-392884.9378677474,308.78153537245885
305000,-392745.3857049559,318.87335951509726
310000,-392783.2070762237,314.63299682407757
315000,-392562.20575730846,322.2516175891445
320000,-392444.69536632474,312.33178762919175
325000,-392798.5088397132,320.420922276341
330000,-392746.7940559926,324.06250251502513
335000,-392694.29418992286,316.75941207332056
340000,-392758.57746602653,311.78262786222797
345000,-393105.6296046541,325.0794221673782
350000,-392777.55523997016,319.80903997851703
355000,-392724.7310423181,322.0919648632197
360000,-392872.2294398891,310.59740670698085
365000,-392958.5251931726,324.3992270890578
370000,-392888.1432532711,321.5821321861986
375000,-392771.2547498117,313.2622699048242
380000,-393169.37978282175,308.81753895201433
385000,-392851.7544243041,303.16623083012115
390000,-392872.00885098893,317.4871493527642
395000,-393022.9437477415,316.0862504304705
400000,-392682.0903571076,317.03866802260467
405000,-392768.00447951,317.4458881371474
410000,-392844.83282256545,317.3120848013132
415000,-392848.87921684375,324.14100683247085
420000,-392929.1491888149,316.7152491421416
425000,-392724.97542476957,310.7462544922206
430000,-392959.0851489261,316.16119153828765
435000,-392771.4970229545,320.8913688320036
440000,-392660.66367250716,314.46830577373623
445000,-392872.2341799306,323.9952878165411
450000,-393003.90014396945,316.06188145507707
455000,-393033.7100162867,324.92488450882354
460000,-392820.4397626711,313.59839405736767
465000,-393051.741140067,310.85732925315955
470000,-393105.17019107396,315.0272064223989
475000,-392928.1745745473,321.69231372230024
480000,-392975.1947118934,321.85329424878466
485000,-393038.50698484,312.9310134740328
490000,-393127.51720078004,311.5180463219597
495000,-392985.9171595882,316.32954119717743
500000,-392910.55597384763,306.64665231744937
505000,-393143.1371021514,310.42683218123517
510000,-392959.2218624854,312.1034754893426
515000,-392976.26474983495,308.2978747200872
520000,-392842.5791573613,312.5166990378865
525000,-393162.81304129516,316.8783341113461
530000,-392792.694190168,317.70008380486155
535000,-393068.1053166955,323.36297300005
540000,-392936.1742567319,302.9081278874396
545000,-393042.7446633143,307.9555855915365
550000,-393077.6657323008,318.7005826689495
555000,-392815.86240428255,316.41968278332445
560000,-392902.882825074,315.07755759098904
565000,-393092.5545249488,307.4419766503165
570000,-392883.60436499614,316.41360239549823
575000,-392923.90946946456,310.8310108330689
580000,-392990.4658756663,324.6532339335195
585000,-393001.3547518264,315.9536400596913
590000,-393274.94282492704,308.9520157296622
595000,-393010.2778677436,318.38282280278935
600000,-392869.9955566817,310.96180245814537
605000,-392980.38232882234,318.6170581041976
610000,-393065.4955169215,320.38069258377226
615000,-393240.0192136838,324.4402898511881
620000,-393074.59658666863,311.59268896485037
625000,-393041.41677340266,329.38116855474806
630000,-392851.370516077,313.6971012074007
635000,-392865.8504635055,317.3953135481262
640000,-392429.9474536022,306.98056321724135
645000,-393021.1433243407,319.7763115557036
650000,-393319.28033801966,319.1366322343552
655000,-393120.12627460575,313.1037562492684
660000,-393239.91800879064,308.12032502817624
665000,-392912.06074396335,320.21767102835344
670000,-393142.7045938277,312.52918464522327
675000,-392913.3043124896,322.8727164294324
680000,-392849.3662189962,310.81156931318816
685000,-392993.44880876236,319.58652110587525
690000,-392924.74617522873,316.69104211243837
695000,-392876.0136521954,331.17683261820076
700000,-392971.27746475325,312.6154837197615
705000,-392884.2156490231,310.8187240343174
710000,-392949.7985128894,316.5028822948289
715000,-393201.6067647693,316.4568312179751
720000,-393178.23014505755,318.05548155123967
725000,-393116.9290481565,318.0088345217631
730000,-392969.1164669036,317.8941352315085
735000,-392940.05563741503,316.3749036161403
740000,-393357.1985993389,300.8019729741852
745000,-393095.6392209538,329.4505395461939
750000,-393055.51565555495,313.8754322202906
755000,-393140.7552429743,332.18310894880835
760000,-392764.86029338697,320.08249195218116
765000,-393026.57828408264,317.56611142724034
770000,-392926.6166434555,326.3484031151109
775000,-392972.45685598033,315.98243311411863
780000,-393079.2257065313,313.36721327354866
785000,-393140.0049582537,317.67974420589184
790000,-393202.6935735728,318.33544655293065
795000,-393242.02818957134,315.43799406997834
800000,-392993.68892791483,313.98925567190327
805000,-393269.08579351014,324.0418695603561
810000,-393147.7850550595,325.1458734300611
815000,-392994.52400108083,311.82270715466416
820000,-392929.1078520649,315.0329464741996
825000,-392998.9498722604,317.5981900980474
830000,-393269.43525214796,312.60819243187086
835000,-393215.4562578052,320.07165029802695
840000,-393001.932280599,320.22098631640375
845000,-392766.386476149,319.732060742627
850000,-392805.6769631321,325.06667723626697
855000,-392909.92620648345,319.3066018019766
860000,-393091.44812241977,315.42841106585246
865000,-392868.281236584,306.06065089127185
870000,-393033.0911496072,303.4330049787098
875000,-392755.7432257661,317.7657657246946
880000,-393059.2769586423,310.89453864713397
885000,-393009.5919268088,315.6306921436122
890000,-393106.0740856797,324.6564546093428
895000,-392878.7050676291,314.60244720295964
900000,-393207.6355067226,316.25013164247906
905000,-393166.9863021342,314.71252752612065
910000,-393099.64502559253,304.4143366663853
915000,-392873.3237401092,313.58113180207374
920000,-393168.2116958813,315.34589342620353
925000,-393212.03896358714,323.2221019490744
930000,-393079.1176607988,313.06738700709303
935000,-392941.87551045406,321.23933410645975
940000,-392964.9577653416,316.98292182395534
945000,-393056.7306990267,325.63944088640545
950000,-393055.73053971876,311.479060641974
955000,-393046.85012758727,324.5459580991306
960000,-393098.6968937666,309.9515793293092
965000,-392965.0441620591,320.1349134932824
970000,-392996.83504586015,323.5054832652114
975000,-393200.76871798723,317.9432240144841
980000,-393405.5430271353,314.1105049677788
985000,-393015.21843746223,328.2391576486013
990000,-393051.7991670683,320.3251847972448
995000,-393309.77493568265,318.9513128991639
1000000,-393185.7316543885,317.01024935180226
1005000,-393546.51854255487,326.25055012418784
1010000,-393110.03773350304,322.07039043270237
1015000,-393016.4307996236,322.9262370595817
1020000,-393395.1192042705,309.31660114432174
1025000,-393107.4379053026,330.5381766511586
1030000,-393447.01140427915,323.94830832730497
1035000,-393463.7183043058,310.34083011055
1040000,-393503.8039155784,308.1350512719818
1045000,-393070.4407045996,315.1961970535015
1050000,-393252.227189278,314.04389965444636
1055000,-393381.74952906795,315.6679945946467
1060000,-393138.3287501959,322.0078836462411
1065000,-393434.37150919053,316.55607698681246
1070000,-393234.4343446477,315.22158815621606
1075000,-393282.73917222046,319.5008889982364
1080000,-393361.34849886503,315.0096369273599
1085000,-393145.56118656334,319.0646688450096
1090000,-393287.1907946034,317.59588179738427
1095000,-393277.49725656316,314.5148872240462
1100000,-393181.7822561469,310.5285568290519
1105000,-393306.34592937963,317.686994573144
1110000,-393369.84634327807,306.15290846921295
1115000,-393423.75292638317,302.30800010255325
1120000,-393073.56918463623,331.0019373658393
1125000,-393293.9603113532,306.2215704549832
1130000,-393625.5922166611,320.1321288943991
1135000,-393230.972029065,322.2449975428469
1140000,-393540.9751367911,317.90143982215454
1145000,-393486.92763215385,307.68987864873793
1150000,-393451.1675845648,315.6810200694205
1155000,-393460.28029225627,319.4595334766114
1160000,-393280.62126422254,317.0444851807762
1165000,-393469.4940444343,336.1970607910437
1170000,-393744.1855310354,310.82599040989396
1175000,-393637.5257594256,311.20225716042705
1180000,-393815.48694748024,305.1506061459288
1185000,-393340.7273139572,327.29841901722875
1190000,-393488.2294198456,322.5143444996923
1195000,-393403.3535406436,312.34761269697015
1200000,-393455.91240129486,308.418076264594
1205000,-393494.79997847986,329.9117572593806
1210000,-393590.7091190297,319.82593469565114
1215000,-393595.20388307224,314.05839895194475
1220000,-393576.3445466485,316.98860774343035
1225000,-393563.1625870081,310.15569893635734
1230000,-393677.78296521597,317.8634691388223
1235000,-393330.31014778174,308.9622268546254
1240000,-393443.3063036591,317.59463722899034
1245000,-393639.48487231106,326.12093438197127
1250000,-393697.29581885063,313.8489717949282
